customer_id,customer_name,segment,city,state,region
PA-CON-W-134,Benjamin Patterson,Consumer,Los Angeles,California,West
DA-HOM-E-135,Shirley Daniels,Home Office,New Rochelle,New York,East
SE-COR-S-136,Chris Selesnick,Corporate,Columbia,South Carolina,South
SE-COR-S-137,Chris Selesnick,Corporate,Columbia,South Carolina,South
SE-COR-S-138,Chris Selesnick,Corporate,Columbia,South Carolina,South
SE-COR-S-139,Chris Selesnick,Corporate,Columbia,South Carolina,South
CR-CON-C-140,Mick Crebagga,Consumer,El Paso,Texas,Central
CR-CON-C-141,Mick Crebagga,Consumer,El Paso,Texas,Central
BE-COR-S-142,Karen Bern,Corporate,Miami,Florida,South
GA-HOM-E-143,Frank Gastineau,Home Office,New York City,New York,East
SU-COR-W-144,Todd Sumrall,Corporate,Los Angeles,California,West
SU-COR-W-145,Todd Sumrall,Corporate,Los Angeles,California,West
SU-COR-W-146,Todd Sumrall,Corporate,Los Angeles,California,West
SU-COR-W-147,Todd Sumrall,Corporate,Los Angeles,California,West
SU-COR-W-148,Todd Sumrall,Corporate,Los Angeles,California,West
AP-CON-E-149,Russell Applegate,Consumer,New York City,New York,East
DA-CON-W-150,Joy Daniels,Consumer,Seattle,Washington,West
HA-COR-S-151,Dave Hallsten,Corporate,Richmond,Kentucky,South
HA-COR-S-152,Dave Hallsten,Corporate,Richmond,Kentucky,South
HA-COR-S-153,Dave Hallsten,Corporate,Richmond,Kentucky,South
HA-COR-S-154,Dave Hallsten,Corporate,Richmond,Kentucky,South
HA-CON-W-155,Erica Hackney,Consumer,Sacramento,California,West
IR-CON-W-156,Arianne Irving,Consumer,Brentwood,California,West
IR-CON-W-157,Arianne Irving,Consumer,Brentwood,California,West
MC-CON-W-158,Ionia McGrath,Consumer,Las Vegas,Nevada,West
YO-COR-W-159,Andy Yotov,Corporate,Los Angeles,California,West
YO-COR-W-160,Andy Yotov,Corporate,Los Angeles,California,West
YO-COR-W-161,Andy Yotov,Corporate,Los Angeles,California,West
YO-COR-W-162,Andy Yotov,Corporate,Los Angeles,California,West
HE-COR-S-163,Ken Heidel,Corporate,Charlotte,North Carolina,South
HE-COR-S-164,Ken Heidel,Corporate,Charlotte,North Carolina,South
HE-COR-S-165,Ken Heidel,Corporate,Charlotte,North Carolina,South
HE-COR-S-166,Ken Heidel,Corporate,Charlotte,North Carolina,South
CU-CON-E-167,Logan Currie,Consumer,Philadelphia,Pennsylvania,East
CU-CON-E-168,Logan Currie,Consumer,Philadelphia,Pennsylvania,East
CU-CON-E-169,Logan Currie,Consumer,Philadelphia,Pennsylvania,East
CU-CON-E-170,Logan Currie,Consumer,Philadelphia,Pennsylvania,East
MA-COR-S-171,Greg Maxwell,Corporate,Alexandria,Virginia,South
MA-COR-S-172,Greg Maxwell,Corporate,Alexandria,Virginia,South
MA-COR-S-173,Greg Maxwell,Corporate,Alexandria,Virginia,South
MA-COR-S-174,Greg Maxwell,Corporate,Alexandria,Virginia,South
MA-COR-S-175,Greg Maxwell,Corporate,Alexandria,Virginia,South
GR-CON-E-176,Alejandro Grove,Consumer,New York City,New York,East
BA-CON-C-177,Evan Bailliet,Consumer,Houston,Texas,Central
BA-CON-C-178,Adrian Barton,Consumer,Indianapolis,Indiana,Central
BA-CON-C-179,Adrian Barton,Consumer,Indianapolis,Indiana,Central
GR-COR-C-180,Vivek Grady,Corporate,Chicago,Illinois,Central
FA-HOM-E-181,Benjamin Farhat,Home Office,New York City,New York,East
MA-CON-W-182,Greg Matthias,Consumer,San Jose,California,West
MA-CON-W-183,Greg Matthias,Consumer,San Jose,California,West
MA-CON-W-184,Greg Matthias,Consumer,San Jose,California,West
MA-CON-W-185,Greg Matthias,Consumer,San Jose,California,West
MI-COR-S-186,Don Miller,Corporate,Palm Coast,Florida,South
MI-COR-S-187,Don Miller,Corporate,Palm Coast,Florida,South
MI-COR-S-188,Don Miller,Corporate,Palm Coast,Florida,South
BR-CON-E-189,Karl Braun,Consumer,Newark,Delaware,East
BR-CON-E-190,Karl Braun,Consumer,Newark,Delaware,East
BR-CON-E-191,Karl Braun,Consumer,Newark,Delaware,East
HA-CON-S-192,Erica Hackney,Consumer,Roswell,Georgia,South
ST-CON-E-193,Bruce Stewart,Consumer,Cleveland,Ohio,East
RO-COR-W-194,Georgia Rosenberg,Corporate,San Francisco,California,West
WO-COR-E-195,Laurel Workman,Corporate,New York City,New York,East
WO-COR-E-196,Laurel Workman,Corporate,New York City,New York,East
WO-COR-E-197,Laurel Workman,Corporate,New York City,New York,East
WO-COR-E-198,Laurel Workman,Corporate,New York City,New York,East
MO-COR-C-199,Craig Molinari,Corporate,Huntsville,Texas,Central
MO-COR-C-200,Craig Molinari,Corporate,Huntsville,Texas,Central
MO-COR-C-201,Craig Molinari,Corporate,Huntsville,Texas,Central
MO-COR-C-202,Craig Molinari,Corporate,Huntsville,Texas,Central
CO-CON-C-203,Chris Cortes,Consumer,Chicago,Illinois,Central
LO-CON-E-204,Jeremy Lonsdale,Consumer,Mount Vernon,New York,East
WE-CON-W-205,Mitch Webber,Consumer,Seattle,Washington,West
FO-CON-E-206,Art Foster,Consumer,Fairfield,Ohio,East
GR-HOM-C-207,Michael Grace,Home Office,El Paso,Texas,Central
GR-HOM-C-208,Michael Grace,Home Office,El Paso,Texas,Central
PO-CON-C-209,Darren Powers,Consumer,Houston,Texas,Central
MO-COR-S-210,Elizabeth Moffitt,Corporate,Sandy Springs,Georgia,South
MO-COR-S-211,Elizabeth Moffitt,Corporate,Sandy Springs,Georgia,South
GO-CON-C-212,Paul Gonzalez,Consumer,Fort Worth,Texas,Central
GO-CON-C-213,Paul Gonzalez,Consumer,Fort Worth,Texas,Central
GO-CON-C-214,Paul Gonzalez,Consumer,Fort Worth,Texas,Central
NG-CON-W-215,Bradley Nguyen,Consumer,Seattle,Washington,West
NG-CON-W-216,Bradley Nguyen,Consumer,Seattle,Washington,West
NG-CON-W-217,Bradley Nguyen,Consumer,Seattle,Washington,West
NG-CON-W-218,Bradley Nguyen,Consumer,Seattle,Washington,West
CO-COR-S-219,Matt Connell,Corporate,Lakeland,Florida,South
CO-COR-S-220,Matt Connell,Corporate,Lakeland,Florida,South
CO-COR-S-221,Matt Connell,Corporate,Lakeland,Florida,South
CO-COR-S-222,Matt Connell,Corporate,Lakeland,Florida,South
CO-COR-S-223,Matt Connell,Corporate,Lakeland,Florida,South
CO-COR-S-224,Matt Connell,Corporate,Lakeland,Florida,South
CO-COR-S-225,Matt Connell,Corporate,Lakeland,Florida,South
MO-COR-W-226,Janet Molinari,Corporate,Los Angeles,California,West
MO-COR-W-227,Janet Molinari,Corporate,Los Angeles,California,West
MO-COR-W-228,Janet Molinari,Corporate,Los Angeles,California,West
MO-COR-W-229,Janet Molinari,Corporate,Los Angeles,California,West
BR-CON-W-230,Dave Brooks,Consumer,Seattle,Washington,West
MA-CON-S-231,Liz MacKendrick,Consumer,Southaven,Mississippi,South
MA-CON-S-232,Liz MacKendrick,Consumer,Southaven,Mississippi,South
MA-CON-S-233,Liz MacKendrick,Consumer,Southaven,Mississippi,South
BE-CON-E-234,Duane Benoit,Consumer,Newark,Delaware,East
KA-HOM-W-235,Christine Kargatis,Home Office,Orem,Utah,West
KA-HOM-W-236,Christine Kargatis,Home Office,Orem,Utah,West
MO-COR-W-237,Craig Molinari,Corporate,Seattle,Washington,West
MO-COR-W-238,Craig Molinari,Corporate,Seattle,Washington,West
MO-COR-W-239,Craig Molinari,Corporate,Seattle,Washington,West
MO-COR-W-240,Craig Molinari,Corporate,Seattle,Washington,West
PE-COR-C-241,Stefania Perrino,Corporate,Laredo,Texas,Central
PE-COR-C-242,Stefania Perrino,Corporate,Laredo,Texas,Central
PE-COR-C-243,Stefania Perrino,Corporate,Laredo,Texas,Central
PE-COR-C-244,Stefania Perrino,Corporate,Laredo,Texas,Central
PE-COR-C-245,Stefania Perrino,Corporate,Laredo,Texas,Central
BO-COR-C-246,Thomas Boland,Corporate,Houston,Texas,Central
TA-HOM-W-247,Bradley Talbott,Home Office,San Diego,California,West
HA-COR-W-248,Mark Haberlin,Corporate,Escondido,California,West
GR-COR-W-249,John Grady,Corporate,Provo,Utah,West
KI-COR-W-250,Cyma Kinney,Corporate,San Francisco,California,West
ZE-HOM-C-251,Sam Zeldin,Home Office,Houston,Texas,Central
ZE-HOM-C-252,Sam Zeldin,Home Office,Houston,Texas,Central
ZE-HOM-C-253,Sam Zeldin,Home Office,Houston,Texas,Central
ZE-HOM-C-254,Sam Zeldin,Home Office,Houston,Texas,Central
ZE-HOM-C-255,Sam Zeldin,Home Office,Houston,Texas,Central
KN-HOM-W-256,Paul Knutson,Home Office,San Francisco,California,West
HU-HOM-W-257,Duane Huffman,Home Office,San Francisco,California,West
HU-HOM-W-258,Duane Huffman,Home Office,San Francisco,California,West
HU-HOM-W-259,Duane Huffman,Home Office,San Francisco,California,West
PR-CON-W-260,Arthur Prichep,Consumer,Los Angeles,California,West
PR-CON-W-261,Arthur Prichep,Consumer,Los Angeles,California,West
HE-CON-C-262,Evan Henry,Consumer,Pasadena,Texas,Central
SU-CON-C-263,Vivek Sundaresam,Consumer,Huntsville,Texas,Central
SU-CON-C-264,Vivek Sundaresam,Consumer,Huntsville,Texas,Central
JA-CON-W-265,Eva Jacobs,Consumer,San Diego,California,West
GA-CON-E-266,James Galang,Consumer,New York City,New York,East
KR-CON-C-267,Pete Kriz,Consumer,Madison,Wisconsin,Central
YE-COR-E-268,Muhammed Yedwab,Corporate,Columbus,Ohio,East
YE-COR-E-269,Muhammed Yedwab,Corporate,Columbus,Ohio,East
O'-COR-S-270,Jack O'Briant,Corporate,Athens,Georgia,South
RA-CON-C-271,Nick Radford,Consumer,Aurora,Illinois,Central
KE-CON-W-272,Clytie Kelty,Consumer,San Diego,California,West
KE-CON-W-273,Clytie Kelty,Consumer,San Diego,California,West
SW-COR-W-274,Brendan Sweed,Corporate,Gilbert,Arizona,West
SW-COR-W-275,Brendan Sweed,Corporate,Gilbert,Arizona,West
GU-COR-W-276,Greg Guthrie,Corporate,Los Angeles,California,West
GU-COR-W-277,Greg Guthrie,Corporate,Los Angeles,California,West
GU-COR-W-278,Greg Guthrie,Corporate,Los Angeles,California,West
GU-COR-W-279,Greg Guthrie,Corporate,Los Angeles,California,West
GU-COR-W-280,Greg Guthrie,Corporate,Los Angeles,California,West
GU-COR-W-281,Greg Guthrie,Corporate,Los Angeles,California,West
GU-COR-W-282,Greg Guthrie,Corporate,Los Angeles,California,West
GU-COR-W-283,Greg Guthrie,Corporate,Los Angeles,California,West
GU-COR-W-284,Greg Guthrie,Corporate,Los Angeles,California,West
PR-CON-E-285,Nora Preis,Consumer,Bowling Green,Ohio,East
BA-COR-W-286,Robert Barroso,Corporate,Billings,Montana,West
SC-COR-W-287,Roland Schwarz,Corporate,Los Angeles,California,West
CA-CON-C-288,Debra Catini,Consumer,Cottage Grove,Minnesota,Central
CA-CON-C-289,Debra Catini,Consumer,Cottage Grove,Minnesota,Central
JO-COR-S-290,Anthony Johnson,Corporate,Saint Petersburg,Florida,South
MI-CON-C-291,Bryan Mills,Consumer,Buffalo Grove,Illinois,Central
PA-HOM-W-292,Dennis Pardue,Home Office,Los Angeles,California,West
ZR-COR-E-293,George Zrebassa,Corporate,Lawrence,Massachusetts,East
BR-HOM-W-294,Deborah Brumfield,Home Office,San Diego,California,West
BR-HOM-W-295,Deborah Brumfield,Home Office,San Diego,California,West
SW-COR-E-296,Brendan Sweed,Corporate,Columbus,Ohio,East
SW-COR-E-297,Brendan Sweed,Corporate,Columbus,Ohio,East
SW-COR-E-298,Brendan Sweed,Corporate,Columbus,Ohio,East
DE-CON-E-299,Roger Demir,Consumer,New York City,New York,East
DE-CON-E-300,Roger Demir,Consumer,New York City,New York,East
NU-HOM-E-301,Kristina Nunn,Home Office,New York City,New York,East
NU-HOM-E-302,Kristina Nunn,Home Office,New York City,New York,East
BR-CON-S-303,Philip Brown,Consumer,Miami,Florida,South
HO-CON-E-304,Eric Hoffmann,Consumer,Plainfield,New Jersey,East
HO-CON-E-305,Eric Hoffmann,Consumer,Plainfield,New Jersey,East
TO-CON-C-306,Shui Tom,Consumer,Houston,Texas,Central
KI-COR-E-307,Cyma Kinney,Corporate,Linden,New Jersey,East
TY-COR-C-308,Bill Tyler,Corporate,Garden City,Kansas,Central
AR-COR-S-309,Laura Armstrong,Corporate,Memphis,Tennessee,South
AR-COR-S-310,Laura Armstrong,Corporate,Memphis,Tennessee,South
CR-CON-W-311,Marc Crier,Consumer,Pasco,Washington,West
CR-CON-W-312,Marc Crier,Consumer,Pasco,Washington,West
CR-CON-W-313,Marc Crier,Consumer,Pasco,Washington,West
CR-CON-W-314,Marc Crier,Consumer,Pasco,Washington,West
PA-COR-E-315,Jennifer Patt,Corporate,Oceanside,New York,East
PA-COR-E-316,Jennifer Patt,Corporate,Oceanside,New York,East
DU-CON-E-317,Rick Duston,Consumer,Long Beach,New York,East
DU-CON-E-318,Rick Duston,Consumer,Long Beach,New York,East
LA-CON-C-319,Delfina Latchford,Consumer,Romeoville,Illinois,Central
SM-COR-W-320,Erin Smith,Corporate,Tempe,Arizona,West
SM-COR-W-321,Erin Smith,Corporate,Tempe,Arizona,West
SM-COR-W-322,Erin Smith,Corporate,Tempe,Arizona,West
SM-COR-W-323,Erin Smith,Corporate,Tempe,Arizona,West
SM-COR-W-324,Erin Smith,Corporate,Tempe,Arizona,West
SM-COR-W-325,Erin Smith,Corporate,Tempe,Arizona,West
SM-COR-W-326,Erin Smith,Corporate,Tempe,Arizona,West
JA-CON-C-327,Ed Jacobs,Consumer,Huntsville,Texas,Central
JA-CON-C-328,Ed Jacobs,Consumer,Huntsville,Texas,Central
JA-COR-E-329,Anthony Jacobs,Corporate,Lorain,Ohio,East
BY-HOM-S-330,Daniel Byrd,Home Office,Fort Lauderdale,Florida,South
MO-CON-W-331,Magdelene Morse,Consumer,Seattle,Washington,West
OR-CON-E-332,Denny Ordway,Consumer,Columbus,Ohio,East
OR-CON-E-333,Denny Ordway,Consumer,Columbus,Ohio,East
OR-CON-E-334,Denny Ordway,Consumer,Columbus,Ohio,East
SU-CON-S-335,Christine Sundaresam,Consumer,Hollywood,Florida,South
SU-CON-S-336,Christine Sundaresam,Consumer,Hollywood,Florida,South
CA-CON-E-337,John Castell,Consumer,Newark,Delaware,East
EN-HOM-W-338,Deanra Eno,Home Office,Los Angeles,California,West
RA-COR-W-339,Anthony Rawles,Corporate,Los Angeles,California,West
DE-CON-S-340,Natalie DeCherney,Consumer,Mount Pleasant,South Carolina,South
SH-COR-E-341,Charles Sheldon,Corporate,Lakewood,New Jersey,East
CA-COR-C-342,Linda Cazamias,Corporate,Richmond,Indiana,Central
CA-COR-C-343,Linda Cazamias,Corporate,Richmond,Indiana,Central
PI-COR-C-344,Victoria Pisteka,Corporate,Indianapolis,Indiana,Central
HE-CON-E-345,Lena Hernandez,Consumer,New York City,New York,East
HE-CON-E-346,Lena Hernandez,Consumer,New York City,New York,East
GA-CON-C-347,Patrick Gardner,Consumer,Omaha,Nebraska,Central
WA-CON-W-348,Ben Wallace,Consumer,San Francisco,California,West
WA-CON-W-349,Ben Wallace,Consumer,San Francisco,California,West
FI-COR-E-350,Barbara Fisher,Corporate,New York City,New York,East
RY-COR-W-351,Lisa Ryan,Corporate,Santa Clara,California,West
RY-COR-W-352,Lisa Ryan,Corporate,Santa Clara,California,West
RY-COR-W-353,Lisa Ryan,Corporate,Santa Clara,California,West
PI-COR-C-354,Victoria Pisteka,Corporate,Brownsville,Texas,Central
PI-COR-C-355,Victoria Pisteka,Corporate,Brownsville,Texas,Central
FO-CON-C-356,Luke Foster,Consumer,Houston,Texas,Central
PH-COR-E-357,Stephanie Phelps,Corporate,New York City,New York,East
PH-COR-E-358,Stephanie Phelps,Corporate,New York City,New York,East
GA-HOM-E-359,Maureen Gastineau,Home Office,Newark,Ohio,East
CR-CON-S-360,Lena Creighton,Consumer,Wilmington,North Carolina,South
FE-HOM-W-361,Ben Ferrer,Home Office,Los Angeles,California,West
FE-HOM-W-362,Ben Ferrer,Home Office,Los Angeles,California,West
BU-CON-C-363,Emily Burns,Consumer,San Antonio,Texas,Central
DU-HOM-C-364,Emily Ducich,Home Office,Houston,Texas,Central
SC-COR-S-365,Alan Schoenberger,Corporate,Montgomery,Alabama,South
SC-COR-S-366,Alan Schoenberger,Corporate,Montgomery,Alabama,South
SC-COR-S-367,Alan Schoenberger,Corporate,Montgomery,Alabama,South
BO-CON-S-368,Tom Boeckenhauer,Consumer,Miami,Florida,South
DU-HOM-W-369,Emily Ducich,Home Office,San Diego,California,West
MO-CON-W-370,Michelle Moray,Consumer,Great Falls,Montana,West
MO-CON-W-371,Michelle Moray,Consumer,Great Falls,Montana,West
MO-CON-W-372,Michelle Moray,Consumer,Great Falls,Montana,West
DA-CON-E-373,Joy Daniels,Consumer,Philadelphia,Pennsylvania,East
HA-CON-E-374,Rick Hansen,Consumer,New York City,New York,East
HA-CON-E-375,Rick Hansen,Consumer,New York City,New York,East
JO-COR-W-376,Anthony Johnson,Corporate,San Francisco,California,West
JO-COR-W-377,Anthony Johnson,Corporate,San Francisco,California,West
JO-COR-W-378,Anthony Johnson,Corporate,San Francisco,California,West
JO-COR-W-379,Anthony Johnson,Corporate,San Francisco,California,West
JO-COR-W-380,Anthony Johnson,Corporate,San Francisco,California,West
JO-COR-W-381,Anthony Johnson,Corporate,San Francisco,California,West
JO-COR-W-382,Anthony Johnson,Corporate,San Francisco,California,West
LE-CON-W-383,John Lee,Consumer,Los Angeles,California,West
LE-CON-W-384,John Lee,Consumer,Los Angeles,California,West
LE-CON-W-385,John Lee,Consumer,Los Angeles,California,West
LE-CON-W-386,John Lee,Consumer,Los Angeles,California,West
RO-HOM-E-387,Corey Roper,Home Office,Lakewood,New Jersey,East
RO-HOM-E-388,Corey Roper,Home Office,Lakewood,New Jersey,East
BO-CON-W-389,Tom Boeckenhauer,Consumer,Seattle,Washington,West
BO-CON-W-390,Tom Boeckenhauer,Consumer,Seattle,Washington,West
WI-COR-C-391,Rob Williams,Corporate,Columbia,Missouri,Central
WI-COR-C-392,Rob Williams,Corporate,Columbia,Missouri,Central
HA-COR-E-393,Nicole Hansen,Corporate,Philadelphia,Pennsylvania,East
HA-COR-E-394,Nicole Hansen,Corporate,Philadelphia,Pennsylvania,East
ST-COR-W-395,Tom Stivers,Corporate,Seattle,Washington,West
TA-HOM-E-396,Alyssa Tate,Home Office,Akron,Ohio,East
LA-COR-W-397,Kelly Lampkin,Corporate,Colorado Springs,Colorado,West
LA-COR-W-398,Kelly Lampkin,Corporate,Colorado Springs,Colorado,West
LA-COR-W-399,Kelly Lampkin,Corporate,Colorado Springs,Colorado,West
LA-COR-W-400,Kelly Lampkin,Corporate,Colorado Springs,Colorado,West
LA-COR-W-401,Kelly Lampkin,Corporate,Colorado Springs,Colorado,West
JO-COR-S-402,Don Jones,Corporate,Little Rock,Arkansas,South
JO-COR-S-403,Don Jones,Corporate,Little Rock,Arkansas,South
JO-COR-S-404,Don Jones,Corporate,Little Rock,Arkansas,South
JO-COR-S-405,Don Jones,Corporate,Little Rock,Arkansas,South
KA-CON-E-406,Jim Karlsson,Consumer,New York City,New York,East
MA-HOM-W-407,Nathan Mautz,Home Office,San Francisco,California,West
KI-HOM-W-408,Eileen Kiefer,Home Office,San Francisco,California,West
CA-CON-C-409,Nat Carroll,Consumer,Houston,Texas,Central
CA-CON-C-410,Nat Carroll,Consumer,Houston,Texas,Central
DO-COR-S-411,Giulietta Dortch,Corporate,Arlington,Virginia,South
DO-COR-S-412,Giulietta Dortch,Corporate,Arlington,Virginia,South
BA-CON-W-413,Evan Bailliet,Consumer,Seattle,Washington,West
BA-CON-W-414,Evan Bailliet,Consumer,Seattle,Washington,West
PH-CON-E-415,David Philippe,Consumer,New York City,New York,East
PH-CON-E-416,David Philippe,Consumer,New York City,New York,East
PH-CON-E-417,David Philippe,Consumer,New York City,New York,East
ED-COR-W-418,Katrina Edelman,Corporate,Los Angeles,California,West
ED-COR-W-419,Katrina Edelman,Corporate,Los Angeles,California,West
ED-COR-W-420,Katrina Edelman,Corporate,Los Angeles,California,West
OB-HOM-C-421,Phillina Ober,Home Office,Naperville,Illinois,Central
OB-HOM-C-422,Phillina Ober,Home Office,Naperville,Illinois,Central
OB-HOM-C-423,Phillina Ober,Home Office,Naperville,Illinois,Central
O'-CON-E-424,Jas O'Carroll,Consumer,Philadelphia,Pennsylvania,East
NG-COR-S-425,Kean Nguyen,Corporate,Jacksonville,Florida,South
WI-CON-W-426,Liz Willingham,Consumer,Oxnard,California,West
RA-CON-W-427,Nick Radford,Consumer,Chula Vista,California,West
PR-CON-S-428,Arthur Prichep,Consumer,Rock Hill,South Carolina,South
FO-CON-S-429,Luke Foster,Consumer,Miami,Florida,South
CH-CON-C-430,Sean Christensen,Consumer,Beaumont,Texas,Central
CH-CON-C-431,Sean Christensen,Consumer,Beaumont,Texas,Central
SA-HOM-W-432,Darrin Sayre,Home Office,San Francisco,California,West
SA-HOM-W-433,Darrin Sayre,Home Office,San Francisco,California,West
SA-HOM-W-434,Darrin Sayre,Home Office,San Francisco,California,West
SA-HOM-W-435,Darrin Sayre,Home Office,San Francisco,California,West
HA-CON-W-436,Logan Haushalter,Consumer,Oakland,California,West
HA-CON-W-437,Logan Haushalter,Consumer,Oakland,California,West
HA-CON-W-438,Logan Haushalter,Consumer,Oakland,California,West
JO-CON-E-439,Astrea Jones,Consumer,Rochester,New York,East
JO-CON-E-440,Astrea Jones,Consumer,Rochester,New York,East
FL-CON-E-441,Sandra Flanagan,Consumer,Clifton,New Jersey,East
FL-CON-E-442,Sandra Flanagan,Consumer,Clifton,New Jersey,East
DU-CON-W-443,Katherine Ducich,Consumer,Los Angeles,California,West
HA-COR-W-444,Aaron Hawkins,Corporate,Los Angeles,California,West
HA-COR-W-445,Aaron Hawkins,Corporate,Los Angeles,California,West
CA-HOM-C-446,Becky Castell,Home Office,Odessa,Texas,Central
FR-HOM-C-447,Vicky Freymann,Home Office,Elmhurst,Illinois,Central
FR-HOM-C-448,Vicky Freymann,Home Office,Elmhurst,Illinois,Central
HO-HOM-E-449,Tracy Hopkins,Home Office,New York City,New York,East
KA-CON-E-450,Chloris Kastensmidt,Consumer,Hempstead,New York,East
KA-CON-E-451,Chloris Kastensmidt,Consumer,Hempstead,New York,East
KA-CON-E-452,Chloris Kastensmidt,Consumer,Hempstead,New York,East
PR-HOM-E-453,Julie Prescott,Home Office,New York City,New York,East
HA-HOM-W-454,Gary Hansen,Home Office,Los Angeles,California,West
HA-HOM-W-455,Gary Hansen,Home Office,Los Angeles,California,West
HA-HOM-W-456,Gary Hansen,Home Office,Los Angeles,California,West
FO-CON-E-457,Art Foster,Consumer,Philadelphia,Pennsylvania,East
FO-CON-E-458,Art Foster,Consumer,Philadelphia,Pennsylvania,East
AS-COR-E-459,Erin Ashbrook,Corporate,Mason,Ohio,East
AS-COR-E-460,Erin Ashbrook,Corporate,Mason,Ohio,East
AS-COR-E-461,Erin Ashbrook,Corporate,Mason,Ohio,East
DO-CON-E-462,Maribeth Dona,Consumer,Philadelphia,Pennsylvania,East
DO-CON-E-463,Maribeth Dona,Consumer,Philadelphia,Pennsylvania,East
DO-CON-E-464,Maribeth Dona,Consumer,Philadelphia,Pennsylvania,East
DO-CON-E-465,Maribeth Dona,Consumer,Philadelphia,Pennsylvania,East
DO-CON-E-466,Maribeth Dona,Consumer,Philadelphia,Pennsylvania,East
BA-COR-S-467,Dorothy Badders,Corporate,Fayetteville,Arkansas,South
BA-COR-S-468,Dorothy Badders,Corporate,Fayetteville,Arkansas,South
CR-COR-S-469,Nick Crebassa,Corporate,Hampton,Virginia,South
CR-COR-S-470,Nick Crebassa,Corporate,Hampton,Virginia,South
CR-COR-S-471,Nick Crebassa,Corporate,Hampton,Virginia,South
PR-CON-S-472,Xylona Preis,Consumer,Hollywood,Florida,South
PA-CON-W-473,Naresj Patel,Consumer,Oakland,California,West
FO-CON-W-474,Jason Fortune-,Consumer,Logan,Utah,West
FO-CON-W-475,Jason Fortune-,Consumer,Logan,Utah,West
FO-CON-W-476,Jason Fortune-,Consumer,Logan,Utah,West
FO-CON-W-477,Jason Fortune-,Consumer,Logan,Utah,West
FO-CON-W-478,Jason Fortune-,Consumer,Logan,Utah,West
HO-COR-E-479,Tiffany House,Corporate,New York City,New York,East
HO-COR-E-480,Tiffany House,Corporate,New York City,New York,East
MC-COR-W-481,Filia McAdams,Corporate,Los Angeles,California,West
MC-COR-S-482,Filia McAdams,Corporate,Richmond,Kentucky,South
MC-COR-S-483,Filia McAdams,Corporate,Richmond,Kentucky,South
MC-COR-S-484,Filia McAdams,Corporate,Richmond,Kentucky,South
MC-COR-S-485,Filia McAdams,Corporate,Richmond,Kentucky,South
MO-CON-C-486,Michael Moore,Consumer,Chicago,Illinois,Central
RO-CON-E-487,Andrew Roberts,Consumer,Columbus,Ohio,East
SC-COR-S-488,Luke Schmidt,Corporate,Texarkana,Arkansas,South
AR-HOM-E-489,Dianna Arnett,Home Office,Lancaster,Ohio,East
AR-HOM-E-490,Dianna Arnett,Home Office,Lancaster,Ohio,East
AR-HOM-E-491,Dianna Arnett,Home Office,Lancaster,Ohio,East
CA-CON-W-492,Liz Carlisle,Consumer,Mission Viejo,California,West
